rank,finalWorth,category,personName,age,country,city,source,selfMade,gender,lastName,firstName
1647,1800,Finance & Investments,Brian Higgins,58,United States,New York,Hedge funds,TRUE,M,Higgins,Brian
1647,1800,Real Estate,Wei Huang,63,China,Hangzhou,Real estate,TRUE,M,Huang,Wei
1647,1800,Automotive,Yintai Jiang & family,72,China,Shanghai,Auto parts,TRUE,M,Jiang,Yintai
1647,1800,Healthcare,Lei Jin,57,China,Changchun,Pharmaceuticals,TRUE,M,Jin,Lei
1647,1800,Healthcare,Jin Lei & family,68,China,Beijing,Medical equipment,TRUE,M,Jin,Lei
1647,1800,Technology,Valentin Kipyatkov,46,Cyprus,Peyia,Software,TRUE,M,Kipyatkov,Valentin
1647,1800,Diversified,Koo Kwang-mo,45,South Korea,Seoul,LG,FALSE,M,Koo,Kwang-mo
1647,1800,Technology,George Kurtz,52,United States,Paradise Valley,Security software,TRUE,M,Kurtz,George
1647,1800,Sports,Joe Lacob,67,United States,Atherton,Golden State Warriors,TRUE,M,Lacob,Joe
1647,1800,Technology,Joe Lau,33,United States,Stanford,"Blockchain, technology",TRUE,M,Lau,Joe
1647,1800,Diversified,Louise Lindh,43,Sweden,Stockholm,Investments,FALSE,F,Lindh,Louise
1647,1800,Metals & Mining,Luo Yangyong & family,47,China,Panzhihua,Mining,TRUE,M,Luo,Yangyong
1647,1800,Media & Entertainment,Joao Roberto Marinho,69,Brazil,Rio de Janeiro,Media,FALSE,M,Marinho,Joao Roberto
1647,1800,Media & Entertainment,Jose Roberto Marinho,67,Brazil,Rio de Janeiro,Media,FALSE,M,Marinho,Jose Roberto
1647,1800,Media & Entertainment,Roberto Irineu Marinho,75,Brazil,Rio de Janeiro,Media,FALSE,M,Marinho,Roberto Irineu
1647,1800,Healthcare,Gary Michelson,74,United States,Los Angeles,Medical patents,TRUE,M,Michelson,Gary
1647,1800,Technology,Robert G. Miller,77,Canada,Montreal,Electronics components,TRUE,M,Miller,Robert G.
1647,1800,Real Estate,David Mindus,51,Sweden,Stockholm,Real estate,TRUE,M,Mindus,David
1647,1800,Technology,Adriaan Mol,39,Netherlands,Amsterdam,Fintech,TRUE,M,Mol,Adriaan
1647,1800,Real Estate,Mofatraj Munot,78,India,Mumbai,Real estate,TRUE,M,Munot,Mofatraj
1647,1800,Finance & Investments,Ezra Nahmad,77,Monaco,Monte Carlo,Art,FALSE,M,Nahmad,Ezra
1647,1800,Manufacturing,Satyanarayan Nuwal,70,India,Nagpur,Industrial explosives,TRUE,M,Nuwal,Satyanarayan
1647,1800,Food & Beverage,Maike Oberwelland-Height,0,Blank,Blank,Candy,FALSE,F,Oberwelland-Height,Maike
1647,1800,Diversified,Nihat Ozdemir,72,Turkey,Ankara,Diversified,TRUE,M,Ozdemir,Nihat
1647,1800,Technology,Benjamin Zhengmin Pan & family,53,China,Shenzhen,Electronics,TRUE,M,Pan,Benjamin Zhengmin
1647,1800,Media & Entertainment,Pierre Karl Péladeau,61,Canada,Montreal,Media,FALSE,M,Péladeau,Pierre Karl
1647,1800,Finance & Investments,Ronald Perelman,80,United States,New York,Leveraged buyouts,TRUE,M,Perelman,Ronald
1647,1800,Technology,Olivier Pomel,46,United States,New York,Cloud computing,TRUE,M,Pomel,Olivier
1647,1800,Media & Entertainment,Krit Ratanarak,76,Thailand,Bangkok,"Media, real estate",FALSE,M,Ratanarak,Krit
1647,1800,Manufacturing,Vinod Saraf,70,India,Mumbai,Chemicals,TRUE,M,Saraf,Vinod
1647,1800,Technology,Karin Schick,0,Germany,Gaildorf,Information technology,FALSE,F,Schick,Karin
1647,1800,Metals & Mining,Anatoly Sedykh,58,Russia,Moscow,Steel pipes,TRUE,M,Sedykh,Anatoly
1647,1800,Food & Beverage,Genhuo Shao,57,China,Beijing,Agribusiness,TRUE,M,Shao,Genhuo
1647,1800,Energy,Shen Xiqiang & family,75,China,Yixing,Chemical,TRUE,M,Shen,Xiqiang
1647,1800,Technology,S.D. Shibulal,68,India,Bangalore,Software services,TRUE,M,Shibulal,S.D.
1647,1800,Fashion & Retail,Suh Kyung-bae,60,South Korea,Seoul,Cosmetics,FALSE,M,Suh,Kyung-bae
1647,1800,Food & Beverage,Bambang Sutantio,64,Indonesia,Blank,Dairy & consumer products,TRUE,M,Sutantio,Bambang
1647,1800,Manufacturing,Sze Man Bok,73,China,Jinjiang,Hygiene products,TRUE,M,Sze,Man Bok
1647,1800,Logistics,Jim Thompson,83,Hong Kong,Hong Kong,Logistics,TRUE,M,Thompson,Jim
1647,1800,Manufacturing,Tran Dinh Long,62,Vietnam,Hanoi,Steel,TRUE,M,Tran Dinh,Long
1647,1800,Technology,Alan Trefler,67,United States,Brookline,Software,TRUE,M,Trefler,Alan
1647,1800,Finance & Investments,Riaz Valani,46,United States,Malibu,E-cigarettes,TRUE,M,Valani,Riaz
1647,1800,Technology,Pieter van der Does,53,Netherlands,Amsterdam,Payments software,TRUE,M,van der Does,Pieter
1647,1800,Manufacturing,Martin Viessmann,69,Germany,Allendorf,Heating and cooling equipment,FALSE,M,Viessmann,Martin
1647,1800,Technology,Nikil Viswanathan,35,United States,San Francisco,Blockchain technology,TRUE,M,Viswanathan,Nikil
1647,1800,Media & Entertainment,Todd Wagner,62,United States,Dallas,Online media,TRUE,M,Wagner,Todd
1647,1800,Technology,Evan Williams,51,United States,San Francisco,Twitter,TRUE,M,Williams,Evan
1647,1800,Metals & Mining,Kie Chie Wong,75,Australia,Sydney,Investments,FALSE,M,Wong,Kie Chie
1647,1800,Finance & Investments,Thomas Wu,72,Taiwan,Taipei,Finance,FALSE,M,Wu,Thomas
1647,1800,Energy,Wu Yingming,56,China,Ningde,Batteries,TRUE,M,Wu,Yingming
1647,1800,Healthcare,Amy Wyss,52,United States,Wilson,Medical equipment,FALSE,F,Wyss,Amy
1647,1800,Real Estate,Yan Zhi,50,China,Wuhan,Real estate,TRUE,M,Yan,Zhi
1647,1800,Fashion & Retail,Yoshiaki Yoshida,82,Japan,Blank,cosmetics,TRUE,M,Yoshida,Yoshiaki
1647,1800,Manufacturing,Alan Zekelman,60,United States,Bloomfield Hills,Steel,FALSE,M,Zekelman,Alan
1647,1800,Real Estate,Zhang Li,70,China,Guangzhou,Real estate,TRUE,M,Zhang,Li
1725,1700,Sports,Amy Adams Strunk,67,United States,Nashville,Tennessee Titans,FALSE,F,Adams Strunk,Amy
1725,1700,Finance & Investments,Marc Andreessen,51,United States,Atherton,Venture capital investing,TRUE,M,Andreessen,Marc
1725,1700,Metals & Mining,Giovanni Arvedi,85,Italy,Cremona,Steel,TRUE,M,Arvedi,Giovanni
1725,1700,Real Estate,Lesley Bamberger,57,Netherlands,Amsterdam,Real estate,FALSE,M,Bamberger,Lesley
1725,1700,Media & Entertainment,Bang Si-hyuk,50,South Korea,Seoul,Entertainment,TRUE,M,Bang,Si-hyuk
1725,1700,Finance & Investments,David Booth,77,United States,Austin,Mutual funds,TRUE,M,Booth,David
1725,1700,Technology,Jim Breyer,61,United States,Austin,Venture capital,TRUE,M,Breyer,Jim
1725,1700,Manufacturing,Chen Kaichen,0,China,Guangzhou,Household chemicals,TRUE,M,Chen,Kaichen
1725,1700,Manufacturing,Kommer Damen,79,Netherlands,Gorinchem,Shipbuilding,FALSE,M,Damen,Kommer
1725,1700,Food & Beverage,Carl DeSantis,83,United States,Delray Beach,Energy drink,TRUE,M,DeSantis,Carl
1725,1700,Finance & Investments,Marek Dospiva,53,Czech Republic,Prague,Investments,TRUE,M,Dospiva,Marek
1725,1700,Healthcare,Keith Dunleavy & family,53,United States,Annapolis,Health IT,TRUE,M,Dunleavy,Keith
1725,1700,Finance & Investments,John Elkann,47,Italy,Turin,"FIAT, investments",FALSE,M,Elkann,John
1725,1700,Automotive,Francois Feuillet & family,74,France,Paris,"Motorhomes, RVs",FALSE,M,Feuillet,Francois
1725,1700,Media & Entertainment,Yasuhiro Fukushima,75,Japan,Tokyo,Video games,TRUE,M,Fukushima,Yasuhiro
1725,1700,Finance & Investments,Mario Gabelli,81,United States,Greenwich,Money management,TRUE,M,Gabelli,Mario
1725,1700,Finance & Investments,Rolf Gerling,68,Switzerland,Zurich,Insurance,FALSE,M,Gerling,Rolf
1725,1700,Real Estate,John Goff,67,United States,Fort Worth,Real estate,TRUE,M,Goff,John
1725,1700,Fashion & Retail,Alexandre Grendene Bartelle,73,Brazil,Porto Alegre,Shoes,TRUE,M,Grendene Bartelle,Alexandre
1725,1700,Fashion & Retail,Gerry Harvey,83,Australia,Sydney,Retail,TRUE,M,Harvey,Gerry
1725,1700,Technology,He Zhaoxi,49,China,Shenzhen,Software,TRUE,M,He,Zhaoxi
1725,1700,Real Estate,William Heinecke,73,Thailand,Bangkok,Hotels,TRUE,M,Heinecke,William
1725,1700,Finance & Investments,Jay Hennick,66,Canada,Toronto,Real estate finance,TRUE,M,Hennick,Jay
1725,1700,Manufacturing,Ilkka Herlin,64,Finland,Helsinki,"Elevators, escalators",FALSE,M,Herlin,Ilkka
1725,1700,Real Estate,Asok Kumar Hiranandani,68,Singapore,Singapore,Real estate,FALSE,M,Hiranandani,Asok Kumar
1725,1700,Finance & Investments,Hal Jackman,90,Canada,Toronto,"Insurance, investments",TRUE,M,Jackman,Hal
1725,1700,Manufacturing,Pavan Jain,71,India,Delhi,Chemicals,FALSE,M,Jain,Pavan
1725,1700,Real Estate,Keeree Kanjanapas,72,Thailand,Bangkok,Transportation,TRUE,M,Kanjanapas,Keeree
1725,1700,Healthcare,Osman Kibar,52,United States,La Jolla,Biotech,TRUE,M,Kibar,Osman
1725,1700,Fashion & Retail,Kim Chang-soo,62,South Korea,Seoul,Apparel,TRUE,M,Kim,Chang-soo
1725,1700,Media & Entertainment,Kim Jung-min,21,Blank,Blank,Online gaming,FALSE,F,Kim,Jung-min
1725,1700,Media & Entertainment,Kim Jung-youn,19,Blank,Blank,Online gaming,FALSE,F,Kim,Jung-youn
1725,1700,Fashion & Retail,Mustafa Kucuk,59,Turkey,Istanbul,Fashion retail,TRUE,M,Kucuk,Mustafa
1725,1700,Real Estate,Christopher Kwok,37,Hong Kong,Hong Kong,Real estate,FALSE,M,Kwok,Christopher
1725,1700,Real Estate,Edward Kwok,42,Hong Kong,Hong Kong,Real estate,FALSE,M,Kwok,Edward
1725,1700,Logistics,Lai Jianfa,53,China,Shanghai,Express delivery,TRUE,M,Lai,Jianfa
1725,1700,Diversified,Lau Cho Kun,87,Malaysia,"Tawau, Sabah","Palm oil, property",FALSE,M,Lau,Cho Kun
1725,1700,Technology,Alexis Lê-Quôc,48,United States,New York,Cloud computing,TRUE,M,Lê-Quôc,Alexis
1725,1700,Healthcare,Lei Jufang,70,China,Lanzhou,Pharmaceuticals,TRUE,F,Lei,Jufang
1725,1700,Healthcare,James Leininger,78,United States,San Antonio,Medical products,TRUE,M,Leininger,James
1725,1700,Food & Beverage,Xuhui Li,54,China,Foshan,Soy sauce,TRUE,F,Li,Xuhui
1725,1700,Food & Beverage,Jimmy John Liautaud,59,United States,Key Largo,Sandwich chain,TRUE,M,Liautaud,Jimmy John
1725,1700,Metals & Mining,Lin Lairong & family,54,China,Bayannur,Iron ore mining,TRUE,M,Lin,Lairong
1725,1700,Technology,Lu Di,0,China,Shenzhen,Drones,TRUE,M,Lu,Di
1725,1700,Technology,Palmer Luckey,30,United States,Newport Beach,Virtual reality,TRUE,M,Luckey,Palmer
1725,1700,Finance & Investments,Duncan MacMillan,85,United States,Princeton,Bloomberg LP,TRUE,M,MacMillan,Duncan
1725,1700,Technology,Yusaku Maezawa,47,Japan,Chiba,Online retail,TRUE,M,Maezawa,Yusaku
1725,1700,Fashion & Retail,Ilson Mateus & family,60,Brazil,Sao Luis,Supermarkets,TRUE,M,Mateus,Ilson
1725,1700,Manufacturing,Meng Qingshan & family,74,China,Langfang,Chemicals,TRUE,M,Meng,Qingshan
1725,1700,Fashion & Retail,Alberto Palatchi,73,Spain,Madrid,Wedding dresses,TRUE,M,Palatchi,Alberto
1725,1700,Manufacturing,Mrudula Parekh,75,India,Mumbai,Adhesives,FALSE,F,Parekh,Mrudula
1725,1700,Fashion & Retail,Dragos Paval,56,Romania,Bacau,Retail,TRUE,M,Paval,Dragos
1725,1700,Real Estate,Jorge Perez,73,United States,Miami,Real estate,TRUE,M,Perez,Jorge
1725,1700,Metals & Mining,Dmitry Pumpyansky,59,Russia,Moscow,Steel pipes,TRUE,M,Pumpyansky,Dmitry
1725,1700,Healthcare,Jinsheng Ren & family,60,China,Nanjing,Pharmaceutical,TRUE,M,Ren,Jinsheng
1725,1700,Media & Entertainment,Brian Roberts,63,United States,Philadelphia,Comcast,FALSE,M,Roberts,Brian
1725,1700,Food & Beverage,"Joe Rogers, Jr.",76,United States,Atlanta,Waffle House,FALSE,M,Rogers,Joe
1725,1700,Manufacturing,Ruan Shuilong & family,87,China,Shangyu,Chemicals,TRUE,M,Ruan,Shuilong
1725,1700,Real Estate,Paul Saville,67,United States,Palm Beach,Homebuilder,TRUE,M,Saville,Paul
1725,1700,Diversified,Ivan Savvidis & family,64,Russia,Rostov-on-Don,Agribusiness,TRUE,M,Savvidis,Ivan
1725,1700,Healthcare,Keiichi Shibahara,58,Japan,Tokyo,Healthcare,TRUE,M,Shibahara,Keiichi
1725,1700,Manufacturing,Rajju Shroff,89,India,Mumbai,Agrochemicals,TRUE,M,Shroff,Rajju
1725,1700,Fashion & Retail,Sun Huaiqing & family,53,China,Guangzhou,Cosmetics,TRUE,M,Sun,Huaiqing
1725,1700,Real Estate,Alain Taravella,75,France,Paris,Real estate development,TRUE,M,Taravella,Alain
1725,1700,Diversified,Jonathan Tisch,69,United States,New York,"Insurance, NFL team",FALSE,M,Tisch,Jonathan
1725,1700,Service,Kenneth Tuchman,63,United States,Denver,Call centers,TRUE,M,Tuchman,Kenneth
1725,1700,Manufacturing,Wang Chou-hsiong,82,Taiwan,Yunlin,Footwear,TRUE,M,Wang,Chou-hsiong
1725,1700,Technology,Wang Minwen,59,China,Beijing,Semiconductor,TRUE,M,Wang,Minwen
1725,1700,Sports,Tom Werner,72,United States,Los Angeles,Sports teams,TRUE,M,Werner,Tom
1725,1700,Real Estate,Stephen Winn,76,United States,Dallas,Real estate services,TRUE,M,Winn,Stephen
1725,1700,Energy,Ian Wood & family,80,United Kingdom,Aberdeen,Energy services,FALSE,M,Wood,Ian
1725,1700,Manufacturing,Wu Lanlan & family,49,China,Shenzhen,Packaging,TRUE,F,Wu,Lanlan
1725,1700,Food & Beverage,Xu Bingzhong,49,China,Shenzhen,Bars,TRUE,M,Xu,Bingzhong
1725,1700,Manufacturing,Yang Xuegang,58,China,Beijing,Coking,TRUE,M,Yang,Xuegang
1725,1700,Telecom,Vladimir Yevtushenkov,74,Russia,Moscow,"Telecom, investments",TRUE,M,Yevtushenkov,Vladimir
1725,1700,Technology,David Zalik,49,United States,Atlanta,Financial technology,TRUE,M,Zalik,David
1725,1700,Logistics,Zhang Xiaojuan,53,China,Shanghai,Logistics,TRUE,F,Zhang,Xiaojuan
1725,1700,Manufacturing,Zheng Xiaodong,59,China,Shanghai,Manufacturing,TRUE,M,Zheng,Xiaodong
1725,1700,Manufacturing,Zhong Ruonong & family,60,China,Zhuzhou,Electronics,TRUE,F,Zhong,Ruonong
1804,1600,Healthcare,Noubar Afeyan,60,United States,Lexington,Biotech,TRUE,M,Afeyan,Noubar
1804,1600,Construction & Engineering,Syed Mokhtar AlBukhary,71,Malaysia,Kuala Lumpur,"Engineering, automotive",TRUE,M,AlBukhary,Syed Mokhtar
1804,1600,Finance & Investments,"Herbert Allen, Jr. & family",83,United States,New York,Investment banking,FALSE,M,Allen,Herbert
1804,1600,Metals & Mining,Vasily Anisimov,71,Switzerland,Blank,Real estate,TRUE,M,Anisimov,Vasily
1804,1600,Finance & Investments,Clifford Asness,56,United States,Greenwich,Money management,TRUE,M,Asness,Clifford
1804,1600,Finance & Investments,Louis Bacon,66,United States,Oyster Bay,Hedge funds,TRUE,M,Bacon,Louis
1804,1600,Manufacturing,Bai Baokun,53,China,Dongguan,Hardware,TRUE,M,Bai,Baokun
1804,1600,Fashion & Retail,Alex Birkenstock,54,Blank,Blank,Shoes,FALSE,M,Birkenstock,Alex
1804,1600,Fashion & Retail,Christian Birkenstock,50,Austria,Kitzbuhel,Shoes,FALSE,M,Birkenstock,Christian
1804,1600,Food & Beverage,Josef Boquoi & family,89,Germany,Straelen,Frozen foods,TRUE,M,Boquoi,Josef
1804,1600,Technology,Cai Huabo,47,China,Jiujiang,Electronics,TRUE,M,Cai,Huabo
1804,1600,Technology,Chen Tianshi,38,China,Beijing,Semiconductors,TRUE,M,Chen,Tianshi
1804,1600,Real Estate,Chen Yung-tai,87,Taiwan,Taipei,Real estate,TRUE,M,Chen,Yung-tai
1804,1600,Technology,Chey Tae-won,62,South Korea,Seoul,"Oil, semiconductor",FALSE,M,Chey,Tae-won
1804,1600,Real Estate,Ivan Chrenko,55,Slovakia,Bratislava,Real estate,TRUE,M,Chrenko,Ivan
1804,1600,Construction & Engineering,Robert Clark,64,United States,St. Louis,Construction,TRUE,M,Clark,Robert
1804,1600,Finance & Investments,Jack Cockwell,82,Canada,Toronto,"Real estate, private equity",TRUE,M,Cockwell,Jack
1804,1600,Finance & Investments,Tench Coxe,65,United States,Palo Alto,Venture capital,TRUE,M,Coxe,Tench
1804,1600,Sports,Jim Crane,69,United States,Houston,"Logistics, baseball",TRUE,M,Crane,Jim
1804,1600,Logistics,Norbert Dentressangle,68,France,Lyon,"Transport, logistics",TRUE,M,Dentressangle,Norbert
1804,1600,Finance & Investments,Jamie Dimon,67,United States,New York,Banking,TRUE,M,Dimon,Jamie
1804,1600,Technology,Daniel Dines,51,United States,New York,Software,TRUE,M,Dines,Daniel
1804,1600,Finance & Investments,Alfredo Egydio Arruda Villela Filho,53,Brazil,Sao Paulo,Banking,FALSE,M,Egydio Arruda Villela Filho,Alfredo
1804,1600,Metals & Mining,Gary Fegel,49,Switzerland,Gstaad,"Commodities, investments",TRUE,M,Fegel,Gary
1804,1600,Finance & Investments,"William Foley, II.",78,United States,Las Vegas,Financial services,TRUE,M,Foley,William
1804,1600,Fashion & Retail,Richard Fortin,74,Canada,Boucherville,Convinience stores,TRUE,M,Fortin,Richard
1804,1600,Healthcare,Gao Yi & family,54,China,Changsha,Pharmaceuticals,TRUE,M,Gao,Yi
1804,1600,Healthcare,Giammaria Giuliani,45,Switzerland,Montagnola,Pharmaceuticals,FALSE,M,Giuliani,Giammaria
1804,1600,Finance & Investments,Bill Gross,78,United States,Laguna Beach,Investments,TRUE,M,Gross,Bill
1804,1600,Finance & Investments,Sue Gross,73,United States,Laguna Beach,Investments,FALSE,F,Gross,Sue
1804,1600,Sports,Irving Grousbeck & family,88,United States,Portola Valley,"Telecommunication, sports",TRUE,M,Grousbeck,Irving
1804,1600,Energy,Timothy Headington,72,United States,Dallas,"Oil & gas, investments",FALSE,M,Headington,Timothy
1804,1600,Manufacturing,Ilona Herlin,58,Finland,Helsinki,"Elevators, escalators",FALSE,F,Herlin,Ilona
1804,1600,Diversified,David Hoffmann,70,United States,Naples,"Executive search, investments",TRUE,M,Hoffmann,David
1804,1600,Media & Entertainment,Stanley Hubbard,89,United States,St. Paul,DirecTV,FALSE,M,Hubbard,Stanley
1804,1600,Manufacturing,Hui Lin Chit,69,China,Jinjiang,Hygiene products,TRUE,M,Hui,Lin Chit
1804,1600,Metals & Mining,Tianjiang Jia & family,60,China,Yinchuan,Non-ferrous metals,TRUE,M,Jia,Tianjiang
1804,1600,Real Estate,Zhaobai Jiang,59,China,Shanghai,Real estate,TRUE,M,Jiang,Zhaobai
1804,1600,Fashion & Retail,Sergei Katsiev,65,Russia,Moscow,"Retail, wholesale",TRUE,M,Katsiev,Sergei
1804,1600,Media & Entertainment,Kim Jae-young,0,Blank,Blank,Online games,TRUE,M,Kim,Jae-young
1804,1600,Healthcare,Randal J. Kirk,69,United States,Manalapan,Pharmaceuticals,TRUE,M,Kirk,Randal J.
1804,1600,Energy,William Koch,82,United States,Palm Beach,"Oil, investments",FALSE,M,Koch,William
1804,1600,Manufacturing,Pyotr Kondrashev,73,Austria,Wien,Investments,TRUE,M,Kondrashev,Pyotr
1804,1600,Logistics,Eiichi Kuriwada,76,Japan,Osaka,Package delivery,TRUE,M,Kuriwada,Eiichi
1804,1600,Healthcare,Robert Langer,74,United States,Boston,Biotech,TRUE,M,Langer,Robert
1804,1600,Diversified,Anthony Langley,68,United Kingdom,Nottinghamshire,Manufacturing,TRUE,M,Langley,Anthony
1804,1600,Diversified,Marianna Latsis & family,70,Greece,Athens,"Banking, shipping",FALSE,F,Latsis,Marianna
1804,1600,Real Estate,Lee Yeow Seng,45,Malaysia,Blank,"Palm oil, property",FALSE,M,Lee,Yeow Seng
1804,1600,Real Estate,Li Sze Lim,66,China,Guangzhou,Real estate,TRUE,M,Li,Sze Lim
1804,1600,Real Estate,Li Wa,57,China,Shenzhen,Real estate,TRUE,M,Li,Wa
1804,1600,Technology,Li Weiwei,46,China,Shanghai,Online games,TRUE,M,Li,Weiwei
1804,1600,Technology,Liang Qin & family,51,China,Yangzhou,Semiconductor devices,TRUE,F,Liang,Qin
1804,1600,Real Estate,Vincent Lo,75,Hong Kong,Hong Kong,Real estate,FALSE,M,Lo,Vincent
1804,1600,Telecom,Terence (Terry) Matthews,80,Canada,Ottawa,Telecom,TRUE,M,Matthews,Terence (Terry)
1804,1600,Technology,Jim McKelvey,57,United States,St. Louis,Mobile payments,TRUE,M,McKelvey,Jim
1804,1600,Real Estate,P.N.C. Menon,74,United Arab Emirates,Dubai,Real estate,TRUE,M,Menon,P.N.C.
1804,1600,Energy,Massimo Moratti,77,Italy,Milan,Oil refinery,FALSE,M,Moratti,Massimo
1804,1600,Finance & Investments,Liora Ofer,69,Israel,Tel Aviv,Investments,FALSE,F,Ofer,Liora
1804,1600,Automotive,Stefan Pierer,66,Austria,Wels,Automotive,TRUE,M,Pierer,Stefan
1804,1600,Finance & Investments,Andreas Pohl,58,Germany,Marburg,Mutual funds,FALSE,M,Pohl,Andreas
1804,1600,Finance & Investments,"Reinfried Pohl, Jr.",63,Germany,Marburg,Mutual funds,FALSE,M,Pohl,Reinfried
1804,1600,Energy,Michael Polsky,74,United States,Chicago,Electric power,TRUE,M,Polsky,Michael
1804,1600,Manufacturing,Francisco Jose Riberas Mera,58,Spain,Madrid,"Steel, autoparts",FALSE,M,Riberas Mera,Francisco Jose
1804,1600,Metals & Mining,Juan Maria Riberas Mera,54,Spain,Madrid,"Steel, investments",FALSE,M,Riberas Mera,Juan Maria
1804,1600,Food & Beverage,Andres Santo Domingo,44,United States,New York,Beer,FALSE,M,Santo Domingo,Andres
1804,1600,Food & Beverage,Sathien Sathientham,68,Thailand,Bangkok,energy drinks,TRUE,M,Sathientham,Sathien
1804,1600,Manufacturing,Shang Xiaobo & family,49,China,Hefei,Manufacturing,TRUE,M,Shang,Xiaobo
1804,1600,Food & Beverage,Yuri Shefler,55,Switzerland,Geneva,Alcohol,TRUE,M,Shefler,Yuri
1804,1600,Metals & Mining,Evgeny (Eugene) Shvidler,59,United Kingdom,London,"Metals, investments",TRUE,M,Shvidler,Evgeny (Eugene)
1804,1600,Technology,Ryan Smith,44,United States,Provo,Cloud computing,TRUE,M,Smith,Ryan
1804,1600,Diversified,Zakhar Smushkin,61,Russia,Saint Petersburg,"Pulp and paper, diversified",TRUE,M,Smushkin,Zakhar
1804,1600,Service,Peter Sperling,63,United States,Phoenix,Education,FALSE,M,Sperling,Peter
1804,1600,Diversified,Laurie Tisch,72,United States,New York,"Insurance, NFL team",FALSE,F,Tisch,Laurie
1804,1600,Diversified,Steven Tisch,74,United States,Beverly Hills,Insurance,FALSE,M,Tisch,Steven
1804,1600,Manufacturing,Michael Tojner,57,Austria,Vienna,"Batteries, investments",TRUE,M,Tojner,Michael
1804,1600,Healthcare,August Troendle,67,United States,Cincinnati,Pharmaceutical services,TRUE,M,Troendle,August
1804,1600,Manufacturing,Tseng Sing-ai,0,Taiwan,Blank,Petrochemicals,FALSE,F,Tseng,Sing-ai
1804,1600,Technology,Sekar Vembu,51,India,Chennai,Business software,TRUE,M,Vembu,Sekar
1804,1600,Energy,Chris Wallin,70,Australia,Brisbane,Mining,TRUE,M,Wallin,Chris
1804,1600,Media & Entertainment,Wang Changtian,57,China,Beijing,"TV, movie production",TRUE,M,Wang,Changtian
1804,1600,Media & Entertainment,Ning Wang & family,36,China,Beijing,Toys,TRUE,M,Wang,Ning
1804,1600,Technology,Scott Watterson,67,United States,Logan,Fitness equipment,TRUE,M,Watterson,Scott
1804,1600,Energy,Dan Wilks,66,United States,Cisco,Natural gas,TRUE,M,Wilks,Dan
